"TF","TargetGene"
"Mafb(+)","Tlr2"
"Mafb(+)","Fcrls"
"Mafb(+)","Crabp2"
"Mafb(+)","Efna3"
"Mafb(+)","Zbtb7b"
"Mafb(+)","Il6ra"
"Mafb(+)","S100a16"
"Mafb(+)","Sprr1a"
"Mafb(+)","Lce3a"
"Mafb(+)","Fcgr1"
"Mafb(+)","Atp1a1"
"Mafb(+)","Celsr2"
"Mafb(+)","Vav3"
"Mafb(+)","Plppr5"
"Mafb(+)","Gbp2b"
"Mafb(+)","Clca2"
"Mafb(+)","Sdr16c5"
"Mafb(+)","Sdcbp"
"Mafb(+)","Bach2os"
"Mafb(+)","Fam214b"
"Mafb(+)","Msantd3"
"Mafb(+)","Atg4c"
"Mafb(+)","Skint1"
"Mafb(+)","Kif2c"
"Mafb(+)","Slc2a1"
"Mafb(+)","Zfp69"
"Mafb(+)","Zc3h12a"
"Mafb(+)","Sdc3"
"Mafb(+)","Smpdl3b"
"Mafb(+)","Cd52"
"Mafb(+)","Grhl3"
"Mafb(+)","C1qa"
"Mafb(+)","Pla2g2f"
"Mafb(+)","Arhgef10l"
"Mafb(+)","Necap2"
"Mafb(+)","Efhd2"
"Mafb(+)","4930455G09Rik"
"Mafb(+)","Tmem51"
"Mafb(+)","Dhrs3"
"Mafb(+)","Plod1"
"Mafb(+)","Ctnnbip1"
"Mafb(+)","Car6"
"Mafb(+)","Eno1"
"Mafb(+)","Slc35f6"
"Mafb(+)","Khk"
"Mafb(+)","Cgref1"
"Mafb(+)","Sh3bp2"
"Mafb(+)","Cd38"
"Mafb(+)","Rbpj"
"Mafb(+)","Nfxl1"
"Mafb(+)","Cxcl2"
"Mafb(+)","Gm19619"
"Mafb(+)","Abcg3"
"Mafb(+)","Galnt9"
"Mafb(+)","Tpcn1"
"Mafb(+)","Sh2b3"
"Mafb(+)","Gusb"
"Mafb(+)","Plod3"
"Mafb(+)","Nxpe5"
"Mafb(+)","Actb"
"Mafb(+)","Ubl3"
"Mafb(+)","Gm20619"
"Mafb(+)","Dlx5"
"Mafb(+)","Capza2"
"Mafb(+)","Plxna4os1"
"Mafb(+)","Bpgm"
"Mafb(+)","Kdm7a"
"Mafb(+)","Mgam"
"Mafb(+)","Hpgds"
"Mafb(+)","Capg"
"Mafb(+)","Tet3"
"Mafb(+)","Kbtbd8"
"Mafb(+)","Frmd4b"
"Mafb(+)","Eif4e3"
"Mafb(+)","Arpc4"
"Mafb(+)","Rassf4"
"Mafb(+)","Tuba8"
"Mafb(+)","Clec4a1"
"Mafb(+)","Ltbr"
"Mafb(+)","Ptpro"
"Mafb(+)","Eps8"
"Mafb(+)","Pirb"
"Mafb(+)","Lilra5"
"Mafb(+)","Hif3a"
"Mafb(+)","4732471J01Rik"
"Mafb(+)","Gmfg"
"Mafb(+)","Nfkbid"
"Mafb(+)","Hpn"
"Mafb(+)","Scn1b"
"Mafb(+)","Pepd"
"Mafb(+)","Cebpa"
"Mafb(+)","Gm9999"
"Mafb(+)","Tmem86a"
"Mafb(+)","Cyfip1"
"Mafb(+)","Mtmr10"
"Mafb(+)","Tm6sf1"
"Mafb(+)","Myo7a"
"Mafb(+)","Arrb1"
"Mafb(+)","P2ry6"
"Mafb(+)","Arap1"
"Mafb(+)","Arl6ip1"
"Mafb(+)","Paox"
"Mafb(+)","Pkp3"
"Mafb(+)","Arg1"
"Mafb(+)","1700021F05Rik"
"Mafb(+)","Gja1"
"Mafb(+)","Psap"
"Mafb(+)","Dna2"
"Mafb(+)","Reep3"
"Mafb(+)","Tmem26"
"Mafb(+)","Itgb2"
"Mafb(+)","Dnmt3l"
"Mafb(+)","Smim24"
"Mafb(+)","Platr7"
"Mafb(+)","Bpifc"
"Mafb(+)","Gas2l3"
"Mafb(+)","Elk3"
"Mafb(+)","Atp2b1"
"Mafb(+)","Ndufa4l2"
"Mafb(+)","Lrp1"
"Mafb(+)","Retn"
"Mafb(+)","Cd209b"
"Mafb(+)","Rab20"
"Mafb(+)","Hgsnat"
"Mafb(+)","Zfp703"
"Mafb(+)","Msr1"
"Mafb(+)","Klkb1"
"Mafb(+)","Sap30"
"Mafb(+)","Palld"
"Mafb(+)","Msmo1"
"Mafb(+)","Ifi30"
"Mafb(+)","Arhgap10"
"Mafb(+)","Adcy7"
"Mafb(+)","Chd9"
"Mafb(+)","Tk2"
"Mafb(+)","Pla2g15"
"Mafb(+)","Zfp90"
"Mafb(+)","Tango6"
"Mafb(+)","Calb2"
"Mafb(+)","Pkd1l2"
"Mafb(+)","A330074K22Rik"
"Mafb(+)","Fam89a"
"Mafb(+)","Irf2bp2"
"Mafb(+)","Abhd6"
"Mafb(+)","Il3ra"
"Mafb(+)","Kcnma1"
"Mafb(+)","Zcchc24"
"Mafb(+)","Tkt"
"Mafb(+)","Prkcd"
"Mafb(+)","Stab1"
"Mafb(+)","Arhgap22"
"Mafb(+)","2610528A11Rik"
"Mafb(+)","Tspan14"
"Mafb(+)","Lgals3"
"Mafb(+)","Tmem55b"
"Mafb(+)","Slc7a8"
"Mafb(+)","Hr"
"Mafb(+)","Lpar6"
"Mafb(+)","Lacc1"
"Mafb(+)","Casp1"
"Mafb(+)","Slc37a2"
"Mafb(+)","Tmprss4"
"Mafb(+)","BC049352"
"Mafb(+)","Fxyd2"
"Mafb(+)","Rab39"
"Mafb(+)","Scamp5"
"Mafb(+)","Stoml1"
"Mafb(+)","Cd276"
"Mafb(+)","Hexa"
"Mafb(+)","Aagab"
"Mafb(+)","Plekho2"
"Mafb(+)","Myo5a"
"Mafb(+)","Tbc1d2b"
"Mafb(+)","Rbp2"
"Mafb(+)","Dusp7"
"Mafb(+)","Itga9"
"Mafb(+)","Cx3cr1"
"Mafb(+)","Ap1b1"
"Mafb(+)","Rtn4"
"Mafb(+)","Fabp6"
"Mafb(+)","Ltc4s"
"Mafb(+)","Slc22a4"
"Mafb(+)","Atox1"
"Mafb(+)","Gas7"
"Mafb(+)","Mgl2"
"Mafb(+)","Arrb2"
"Mafb(+)","Slc43a2"
"Mafb(+)","Adap2"
"Mafb(+)","Ccl2"
"Mafb(+)","Ccl12"
"Mafb(+)","Ccl6"
"Mafb(+)","Scpep1"
"Mafb(+)","Xylt2"
"Mafb(+)","Ppp1r9b"
"Mafb(+)","Csf3"
"Mafb(+)","Krt10"
"Mafb(+)","Krt23"
"Mafb(+)","Dusp3"
"Mafb(+)","Hdac5"
"Mafb(+)","Grn"
"Mafb(+)","Arhgap27"
"Mafb(+)","Trim47"
"Mafb(+)","Sgsh"
"Mafb(+)","Calml3"
"Mafb(+)","Akr1c12"
"Mafb(+)","Klf6"
"Mafb(+)","Gpr137b-ps"
"Mafb(+)","Fam65b"
"Mafb(+)","Ly86"
"Mafb(+)","Rreb1"
"Mafb(+)","Adtrp"
"Mafb(+)","Cd83"
"Mafb(+)","Susd3"
"Mafb(+)","Slc28a3"
"Mafb(+)","Dapk1"
"Mafb(+)","2010111I01Rik"
"Mafb(+)","Slc6a19os"
"Mafb(+)","Ahrr"
"Mafb(+)","Hexb"
"Mafb(+)","Cd180"
"Mafb(+)","Adam17"
"Mafb(+)","Grhl1"
"Mafb(+)","9030617O03Rik"
"Mafb(+)","Otub2"
"Mafb(+)","Adssl1"
"Mafb(+)","Pld4"
"Mafb(+)","Dab2"
"Mafb(+)","Lifr"
"Mafb(+)","Fam105a"
"Mafb(+)","Zfp706"
"Mafb(+)","Dscc1"
"Mafb(+)","Wdyhv1"
"Mafb(+)","Gsdmc"
"Mafb(+)","St3gal1"
"Mafb(+)","Fam83h"
"Mafb(+)","Cyth4"
"Mafb(+)","Gm10863"
"Mafb(+)","5031439G07Rik"
"Mafb(+)","Krt4"
"Mafb(+)","Nckap1l"
"Mafb(+)","Bdh1"
"Mafb(+)","Pigz"
"Mafb(+)","Nrros"
"Mafb(+)","Fam162a"
"Mafb(+)","Bach1"
"Mafb(+)","Tiam1"
"Mafb(+)","Dscr3"
"Mafb(+)","Sft2d1"
"Mafb(+)","Dusp1"
"Mafb(+)","Fgd2"
"Mafb(+)","Mdga1"
"Mafb(+)","Ephx3"
"Mafb(+)","Platr17"
"Mafb(+)","Btnl2"
"Mafb(+)","Ly6g6e"
"Mafb(+)","Pla2g7"
"Mafb(+)","Nfkbie"
"Mafb(+)","Zfp119b"
"Mafb(+)","Lpin2"
"Mafb(+)","Fez2"
"Mafb(+)","Tmem178"
"Mafb(+)","Dsg1b"
"Mafb(+)","Ticam2"
"Mafb(+)","March3"
"Mafb(+)","Pmaip1"
"Mafb(+)","Zfp516"
"Mafb(+)","Tcirg1"
"Mafb(+)","Unc93b1"
"Mafb(+)","Rhod"
"Mafb(+)","Kcnk7"
"Mafb(+)","Slc25a45"
"Mafb(+)","Ahnak"
"Mafb(+)","Rab3il1"
"Mafb(+)","Ms4a7"
"Mafb(+)","Ms4a4a"
"Mafb(+)","Ms4a6c"
"Mafb(+)","Ms4a6b"
"Mafb(+)","Ms4a6d"
"Mafb(+)","Sgms1"
"Mafb(+)","Lipn"
"Mafb(+)","Blnk"
"Mafb(+)","Got1"
"Mafb(+)","Entpd7"
"Mafb(+)","Erlin1"
"Mafb(+)","Fbxw4"
"Mafb(+)","Mxi1"
"Mafb(+)","Csf2ra"
"Mafb(+)","Ifi207"
"Mafb(+)","9130221F21Rik"
"Mafb(+)","Gm17745"
"Mafb(+)","4933411E08Rik"
"Mafb(+)","Eldr"
"Mafb(+)","A530046M15Rik"
"Mafb(+)","Gm5086"
"Mafb(+)","Dleu2"
"Mafb(+)","Selenop"
"Zfp354a(+)","Prdm11"
"Zfp354a(+)","Kcnab1"
"Zfp354a(+)","Snapc3"
"Zfp354a(+)","Zan"
"Zfp354a(+)","Saa1"
"Zfp354a(+)","Tmem158"
"Zfp354a(+)","Plekhh2"
