"TF","TargetGene"
"Stat1(+)","Mcub"
"Stat1(+)","Utp11"
"Stat1(+)","9930104L06Rik"
"Stat1(+)","5830444B04Rik"
"Stat1(+)","Ints11"
"Stat1(+)","Sem1"
"Stat1(+)","Hoxaas2"
"Stat1(+)","9130221F21Rik"
"Stat1(+)","9530062K07Rik"
"Stat1(+)","Sult6b2"
"Stat1(+)","Ints13"
"Stat1(+)","Selenow"
"Stat1(+)","Hikeshi"
"Stat1(+)","E230029C05Rik"
"Stat1(+)","Gm10649"
"Stat1(+)","1700110K17Rik"
"Stat1(+)","Gm31763"
"Stat1(+)","Washc4"
"Stat1(+)","Washc3"
"Stat1(+)","4930459C07Rik"
"Stat1(+)","4933412E12Rik"
"Stat1(+)","Nemp1"
"Stat1(+)","8430429K09Rik"
"Stat1(+)","Selenom"
"Stat1(+)","2010001A14Rik"
"Stat1(+)","Carmil1"
"Stat1(+)","1700011B04Rik"
"Stat1(+)","1700024I08Rik"
"Stat1(+)","Selenok"
"Stat1(+)","Eef1akmt1"
"Stat1(+)","Dleu2"
"Stat1(+)","Acod1"
"Stat1(+)","4930432J09Rik"
"Stat1(+)","4930542D17Rik"
"Stat1(+)","9030025P20Rik"
"Stat1(+)","Zfp994"
"Stat1(+)","Elob"
"Stat1(+)","Washc1"
"Stat1(+)","Akain1"
"Stat1(+)","Gm4566"
"Stat1(+)","8430430B14Rik"
"Stat1(+)","A330040F15Rik"
"Stat1(+)","4930554I06Rik"
"Stat1(+)","Gm9895"
"Stat2(+)","Stat1"
"Stat2(+)","F830045P16Rik"
"Stat2(+)","Cdh22"
"Stat2(+)","Znfx1"
"Stat2(+)","Zbp1"
"Stat2(+)","Fcgr1"
"Stat2(+)","Gbp7"
"Stat2(+)","Gbp3"
"Stat2(+)","Ddx58"
"Stat2(+)","Ifnb1"
"Stat2(+)","Tnfrsf14"
"Stat2(+)","AW011738"
"Stat2(+)","U90926"
"Stat2(+)","Gbp8"
"Stat2(+)","Gbp9"
"Stat2(+)","Oasl2"
"Stat2(+)","Oasl1"
"Stat2(+)","Oas3"
"Stat2(+)","Oas1a"
"Stat2(+)","Trafd1"
"Stat2(+)","Samd9l"
"Stat2(+)","Parp12"
"Stat2(+)","Herc6"
"Stat2(+)","Usp18"
"Stat2(+)","Parp11"
"Stat2(+)","Trim30a"
"Stat2(+)","Trim30d"
"Stat2(+)","Irf7"
"Stat2(+)","Stat2"
"Stat2(+)","Ddx60"
"Stat2(+)","Bst2"
"Stat2(+)","1810062O18Rik"
"Stat2(+)","Rnf31"
"Stat2(+)","Phf11d"
"Stat2(+)","Prss50"
"Stat2(+)","Irgm1"
"Stat2(+)","Gm5431"
"Stat2(+)","Ifi47"
"Stat2(+)","Igtp"
"Stat2(+)","Irgm2"
"Stat2(+)","Inca1"
"Stat2(+)","Xaf1"
"Stat2(+)","Ccl8"
"Stat2(+)","Slfn5"
"Stat2(+)","Slfn8"
"Stat2(+)","Dhx58"
"Stat2(+)","Fbxw17"
"Stat2(+)","Zfp729a"
"Stat2(+)","Cd180"
"Stat2(+)","Rsad2"
"Stat2(+)","Cmpk2"
"Stat2(+)","Serpina3f"
"Stat2(+)","Socs1"
"Stat2(+)","Rtp4"
"Stat2(+)","Parp14"
"Stat2(+)","Dtx3l"
"Stat2(+)","Parp9"
"Stat2(+)","Tap1"
"Stat2(+)","Atp6v1g2"
"Stat2(+)","H2-T24"
"Stat2(+)","Eif2ak2"
"Stat2(+)","Batf2"
"Stat2(+)","Chrm1"
"Stat2(+)","Ifit2"
"Stat2(+)","Ifit3"
"Stat2(+)","Ifit3b"
"Stat2(+)","Ifit1"
"Stat2(+)","Nectin4"
"Stat2(+)","Ifi213"
"Stat2(+)","9130221F21Rik"
"Stat2(+)","A330040F15Rik"
"Stat2(+)","4933407K13Rik"
